,Text,Sentiment
6151,"American's Stepping up!  Brad Paisley set up a non-profit to deliver food to the elderly in Nashville. We need the Peace Corps, Volunteers of America, someone to help keep deliveries going in USA! #AmericanCompassion #ProtectOurSeniors @TrumpWarRoom  https://t.co/C7HLyRLZ6p",Extremely Positive
6152,What You Need If Quarantined at Home | Coronavirus - Consumer Reports https://t.co/nX8zT9Nac6,Neutral
6153,Check Out These Top 2 Ways To Save Money On A Tight Budget For Stoners #CBDOilBenefitz #marijuana #cannabis #save #money #homegrow #growers #buyinbulk #wholesale #cbd #hempoil #budget #finances #coronavirus #beprepared #stockup #selfsufficient 420 https://t.co/SrJvYFqByi,Extremely Positive
6154,"In our ongoing series on how to cope with being a small business or retailer in the COVID-19 crisis, we're trying to tackle the questions that retailers have most right now.  #CBD #CopingwithCOVID #Coronavirus #COVID19 #retailbestpractices #retail https://t.co/XYtBXOFjvH https://t.co/a4uZqKSkdZ",Extremely Negative
6155,"@kylegriffin1 ? 1.This portal collects a lot of personal consumer information. 
 
2.The COVID-19 was discussed at the World Economic Forum at DAVOS. Jared was there &amp; has known about virus-related *economic opportunities * for a long time.",Positive
6156,Are you struggling to find food at the supermarket Why not try our savoury slice as a base but mix amp match any fresh frozen veggies you can find Times are tough but that doesn t mean we can t be creative in our pantry during 19,Extremely Positive
6157,We have not fundamentally changed our demand for food or toilet paper or many of life s basic necessities We simply panic bought   Prof Evan Fraser amp on Canada s food supply chain  ,Negative
6158,"From store closures to event cancellations, read @WWDÂs rundown of how the industry is coping with COVID-19.

https://t.co/Jcr4gU8sjn",Neutral
6159,Food system amp food supply are being tested during the situation of COVID 19 pandemic We call for calm Is there enough for everyone There is no shortage Buy local to support safe food supplies We need your help too CFS,Extremely Positive
6160,Work in #consumergoods? How is the #coronavirus affecting your business? Please take our 3-question poll. https://t.co/ha1scnkU7L #cpg https://t.co/N8qFxiLd73,Positive
6161,"U.S. COVID SNIPER

Strange Americans! we in Italy because of Covid-19 we queue to buy food, disinfectants, gloves and masks, they instead queue to stock up on ammunition and weapons.
Do they believe to annihilate the virus with shots and pistols? https://t.co/quNiLmJnzs",Negative
6162,"?? Consumers in some of India's major cities are rushing to stock up on food essentials, including pulses, in anticipation of stricter controls to combat the spread of COVID-19.  

#GRAM #LENTILS #PEAS #BEANS #MOONG #URAD #TUR #CHANA #MASOOR #MATAR

https://t.co/Ykozhm13wL",Negative
6163,"Not to sound pessimistic but the measures against covid-19 in Nigeria is tad too late. 
If you tell people to settle isolate,  most will die of hunger
Most of us eat from hand to mouth and need to go out to make money to live. 
We don't have enough processed food to stock",Extremely Negative
6164,Please see our latest update regarding COVID Â 19 and CIGA's business continuity - https://t.co/g5q23HV8Qz,Positive
6165,Getting pretty crazy at the supermarket... #coronavirus https://t.co/5YX7DUlM5J,Positive
6166,"@MarcACaputo Maybe donÂt panic about this one. HereÂs what FDA says: 
https://t.co/EjXMipp6CB",Negative
6167,"Please share - CLEO is working to give practical answers to the important questions that people are asking about the law relating to the COVID-19 situation. Please visit ""COVID-19: Updates on the law and legal services"" &amp; check back regularly for updates. https://t.co/KEDP9XLs5A https://t.co/DInMg5ztQj",Extremely Positive
6168,"Some states are now classifying grocery store workers as emergency employees, making them eligible for certain benefits. https://t.co/xsAmeKO8qO",Positive
6169,"LOOK: Those who are entering this supermarket in Quezon City need to fall in line. Only 100 persons are allowed inside | @CarolynBonquin 

Follow our live blog for more #COVID19 updates: https://t.co/FDRB217en4 https://t.co/pIek3cA2P8",Neutral
6170,"Guys suppliers are ripping the public off
You should see their prices.This one pharmacy is selling a musk for R86
#Covoid19 #coronavirus",Neutral
6171,I personally think this Corona virus thing is going to be the Biggest Heist ever looting half if not all Africa's resources  all prices will  drop and Vaccine price will cost everything #FightCOVID19 #coronavirus https://t.co/aA6wDSdPc7,Negative
6172,"Demand for #CDL drivers is high. #FMCSA suspended a safety law that has been in place since 1938 to help move supplies (food/Water/Goods) during the #coronavirus 
#pandemic
#TruckDrivers
#PandemicResponseTeam
#TruckersOfAmerica
#Trucking

https://t.co/qO4KbUsSwA",Positive
6173,"Food and Beverage Retailers in Canada Hit Hard Amid COVID-19 PanicÂ https://t.co/HkYmk7K9rd For more CPG | Retail News, visit: https://t.co/hE4zdESG7K #COVID19 #CPG #ConsumerGoods #FMCG #FastMovingConsumerGoods #Retail #News #CPGConnectNews",Negative
6174,"Mass Store Closures in Canada Escalate Significantly Amid COVID-19 Pandemic [Update]Â https://t.co/nn7C1lt3LX For more CPG | Retail News, visit: https://t.co/hE4zdESG7K #COVID19 #CPG #ConsumerGoods #FMCG #FastMovingConsumerGoods #Retail #News #CPGConnectNews",Neutral
6175,"The #coronavirus pandemic has hit the IT industry hard with #supplychain disruptions, plunging stock prices and forecasts of reduced IT spending. Here are 6 ways the tech industry is confronting the #coronaviruspandemic.
https://t.co/TblswPCM7x
 #ITspending #techindustry",Negative
6176,"CSBS is here for consumers, regulators and banks alike. We are collecting valuable information on the virus spread, consumer advisories, states of emergency, regulatory guidance and more.

See a county-level map of #COVID19 spread, along with the above:

https://t.co/kmyvGrHDbP",Positive
6177,"Looking for safe ways to shop and stock? 

Curious to know what the potential impacts of #COVID-19 are on the food system? 

Looking for ways to help the vulnerable?

We answer these questions &amp; more in our new piece. Read it here: https://t.co/lnyX3tLga8",Extremely Positive
6178,New CUB fact sheet: @ILCommerceComm Orders Consumer Protections Amid COVID-19 outbreak. Read what it means. https://t.co/VpB1A95LNW,Neutral
6179,Avoid Coronavirus Scams The FTC and FDA provided some tips to help you keep the scammers at bay,Negative
6180,"@AmandaBrooke77 Hi Amanda, we strongly condemn price gouging and posted prices are our normal prices. In response to the COVID-19 pandemic, we placed a chain-wide price change hold on over 900 items the week of March 2, which prevents items from increasin",Negative
6181,"@katechancey Hi Kaitlin, we strongly condemn price gouging and posted prices are our normal prices. In response to the COVID-19 pandemic, we placed a chain-wide price change hold on over 900 items the week of March 2, which prevents items from increasing ",Negative
6182,"@ohtobekay Hi there, we strongly condemn price gouging and posted prices are our normal prices. In response to the COVID-19 pandemic, we placed a chain-wide price change hold on over 900 items the week of March 2, which prevents items from increasing in r",Negative
6183,"Country star Brad Paisley and his wife, Kimberly, are helping the elderly in their community during the coronavirus outbreak.? https://t.co/fOqb20JdU8",Positive
6184,"INFECTION CONTROL TIP TO SHARE:
If you order shopping online, you can minimise #COVID19 risk by not unpacking it for 3 days or longer. By that time, the virus won't be detectable on packaging or bags etc.
https://t.co/fAgf3FQKMJ #COVID19nz",Extremely Positive
6185,"We're certainly headed that way.

Retail store closures in the U.S. could explode because of the #coronavirus, reports @laurenthomas of @CNBC:  https://t.co/Crr4HfTLXf",Positive
6186,Now on LBC a consumer expert answers your questions on your rights during the coronavirus outbreak,Neutral
6187,@comcastcares @CleoTheCatQueen We just want to know why your retail employees have to use PTO to take time off of work when they were potentially exposed to Covid-19 and are awaiting test results from the person that was tested. Why would you want that po,Negative
6188,Normal price 6 99 price 14 99 Why is the largest American supermarket chain a product that is essential to saving lives during a,Neutral
6189,Luna has 2 bags of dog food 9 new toys &amp; a new harness thanks to covid 19. IÂve stock piled nothing else.,Positive
6190,"If we are locked down we have tv,books, netflix, internet, games consoles,mobile phones. Quality time with your children. We are so lucky if you think about it. My thoughts are with those who live alone and those with no money to buy food ect. 
#coronavirus #panic https://t.co/bxV6nOBJsB",Positive
6191,Please stop panic buying There is enough food for everyone PLEASE STOP Photo credit Lauren Taylor,Negative
6192,The #Coronavirus panic I feel is not so much that I may get it or be trapped in the house with no $ and food.  My panic is that @realDonaldTrump is in charge.  I don't trust him or the ppl he surrounds himself with.  They are not equipped to run this. #CoronaPanic,Extremely Negative
6193,"On the heels of Md.Âs first COVID-19 death &amp; a case of the virus in a 5-year-old girl, state piles on new restrictions: shopping malls &amp; entertainment venues closed, online-only instruction for colleges, and airport access &amp; nonessential travel limits. https://t.co/z7VXC5K2Zd",Negative
6194,"As global oil prices plummet amid the COVID-19 crisis, motorists can expect to pay less at the pump. On Thursday, the Sinclair station on North Euclid Avenue in Pierre sells regular gasoline at $1.99 per gallon.Â  https://t.co/sOBWpwjdyp",Extremely Negative
6195,The supermarket says it has now set a limit of 6 units on a number of products including certain sanitizing and long life products.#PicknPayCycad #Coronavirus NM,Positive
6196,"In a recent @MediaPost article, @Captify's search data reveals the changes in consumer behavior in light of COVID-19 and how this will impact the way brands engage with consumers going forward. Read the full article here:
https://t.co/bQpQacBgOV",Positive
